F3,F4,Fz,Cz,P3,P4,O1,O2,timestamp
-93018.17,-103923.8,-40923.22,-126176.6,-40896.18,-53652.72,-69928.75,-68053.97,31997
-93045.77,-103996.3,-40990.69,-126166.9,-40984.88,-53645.81,-69949.59,-68060.46,32001
-93062.75,-104035,-41048.72,-126145.2,-41058.36,-53624.3,-69977.25,-68080.29,32005
-93033.95,-103969.2,-40990.84,-126149.5,-40966.37,-53627.26,-69948.06,-68067.75,32009
-93018.55,-103914.9,-40919.41,-126165.6,-40884.93,-53635.46,-69914.64,-68035.18,32013
-93055.36,-103978.8,-40972.48,-126168.2,-40956.03,-53634.75,-69923.65,-68034.04,32017
-93085.97,-104040.4,-41050.25,-126150.4,-41053.02,-53622.02,-69975.86,-68080.05,32021
-93067.9,-103996.2,-41018.11,-126155.1,-40982.01,-53631.98,-69980.39,-68092.79,32025
-93031.04,-103920.1,-40927.08,-126161.5,-40879.35,-53631.12,-69927.04,-68048.15,32029
-93048.83,-103966.1,-40955.6,-126159.9,-40926.65,-53632.32,-69926.75,-68042.96,32033
-93079.39,-104040.3,-41040.43,-126139.8,-41030.7,-53614.58,-69963.08,-68061.41,32037
-93065.47,-104003.2,-41023.36,-126136.1,-40987.78,-53611.81,-69963.04,-68062.94,32041
-93037,-103932.8,-40940.96,-126162.7,-40897.42,-53637.66,-69938.15,-68062.75,32045
-93040.15,-103952.8,-40943.68,-126168.6,-40925.37,-53645.19,-69923.27,-68053.35,32049
-93066.95,-104019.6,-41024.17,-126146.1,-41030.94,-53621.83,-69934.33,-68051.49,32053
-93060.08,-104007.2,-41031.46,-126139,-41021.4,-53617.68,-69964.94,-68077.19,32057
-93028.32,-103939.7,-40954.88,-126167.1,-40920.6,-53644.24,-69956.41,-68075.52,32061
-93028.13,-103951.9,-40944.63,-126182.8,-40917.36,-53656.35,-69936.38,-68067.37,32065
-93062.99,-104034.9,-41024.26,-126167.4,-41024.02,-53638.28,-69955.93,-68075.52,32069
-93058.55,-104024.2,-41038.52,-126143.5,-41037.14,-53614.58,-69977.82,-68089.78,32073
-93020.26,-103940.9,-40959.32,-126154.1,-40922.27,-53620.87,-69941.87,-68066.51,32077
-93017.74,-103931.5,-40929.42,-126168.8,-40890.51,-53631.22,-69908.34,-68037.43,32081
-93052.21,-104012.6,-41006.86,-126160.2,-40989.79,-53619.92,-69929.61,-68046.77,32085
-93061.8,-104033.8,-41053.16,-126141.7,-41038.62,-53596.74,-69959.17,-68067.75,32089
-93033.66,-103959.6,-40985.64,-126147.7,-40933.66,-53598.75,-69927.27,-68053.35,32093
-93016.83,-103912.9,-40921.79,-126159.8,-40877.01,-53607.28,-69894.75,-68022.5,32097
-93044.63,-103992.2,-40979.73,-126149.5,-40961.42,-53600.75,-69911.73,-68033.9,32101
-93060.84,-104042.1,-41040.81,-126121.3,-41033.99,-53579.96,-69947.44,-68063.75,32105
-93028.61,-103969.7,-40986.5,-126126.5,-40953.5,-53587.54,-69936.19,-68064.8,32109
-93013.87,-103917.3,-40913.97,-126150.9,-40882.55,-53606.47,-69906.87,-68035.09,32113
-93044.87,-103971.2,-40962.51,-126152.7,-40949.45,-53610.91,-69913.11,-68026.65,32117
-93067.71,-104008.9,-41031.46,-126125.7,-41045.96,-53589.35,-69943.53,-68060.74,32121
-93040.34,-103957.1,-40994.6,-126123,-40976.44,-53590.35,-69939.96,-68068.8,32125
-93016.83,-103893.2,-40910.82,-126140.3,-40872.72,-53598.08,-69891.61,-68031.46,32129
-93044.82,-103931.5,-40933.76,-126146.9,-40916.4,-53604.8,-69895.33,-68025.65,32133
-93075.48,-103996,-41010.96,-126125.6,-41022.88,-53588.11,-69930.14,-68054.16,32137
-93053.88,-103960.7,-40992.22,-126115.2,-40976.82,-53584.39,-69936.24,-68078.96,32141
-93030.09,-103897,-40914.83,-126142.5,-40873.15,-53604.95,-69898.09,-68058.45,32145
-93040,-103917.9,-40917.26,-126147.1,-40887.46,-53603.04,-69869.34,-68026.36,32149
-93068.19,-103982.3,-40992.55,-126118.4,-40991.27,-53570.47,-69902.57,-68035.52,32153
-93064.37,-103959.1,-41000.71,-126110.1,-40990.41,-53563.89,-69933.47,-68073.57,32157
-93045.34,-103878.1,-40926.84,-126134.6,-40888.7,-53588.11,-69923.94,-68071.42,32161
-93042.58,-103876.7,-40897.66,-126139.1,-40875.44,-53583.39,-69886.98,-68038.09,32165
-93066.66,-103957.7,-40975.53,-126121.7,-40964.09,-53562.51,-69898.23,-68033.42,32169
-93075.48,-103972.5,-41015.82,-126111.2,-40996.41,-53554.54,-69937.57,-68063.84,32173
-93042.91,-103892.4,-40943.01,-126124.7,-40886.74,-53567.7,-69912.49,-68047.11,32177
-93040,-103863.5,-40899.43,-126140.6,-40845.02,-53580.63,-69878.92,-68017.92,32181
-93087.59,-103946.4,-40979.01,-126137.3,-40953.12,-53581.48,-69912.06,-68042.96,32185
-93102.18,-103985.3,-41034.66,-126119.3,-41013.87,-53565.51,-69946.87,-68074.76,32189
-93072.48,-103917.6,-40978.3,-126137,-40923.17,-53585.01,-69937.34,-68096.46,32193
-93056.84,-103866.4,-40917.4,-126154.1,-40863.95,-53599.46,-69903.29,-68070.99,32197
-93082.73,-103936.5,-40971.71,-126144.6,-40940.82,-53588.11,-69908.68,-68066.27,32201
-93104.52,-103987.2,-41039.09,-126126.6,-41027.7,-53573.71,-69965.23,-68102.9,32205
-93072.76,-103924.3,-40982.21,-126122.2,-40942.48,-53568.9,-69938.48,-68089.64,32209
-93051.07,-103862.3,-40905.58,-126139.5,-40853.84,-53585.01,-69897.33,-68066.32,32213
-93074.81,-103917.5,-40943.82,-126138.3,-40905.58,-53582.15,-69898,-68058.98,32217
-93099.66,-103980.6,-41019.26,-126115,-41007.62,-53557.64,-69932.09,-68082.63,32221
-93083.83,-103939.9,-40995.94,-126118.9,-40962.99,-53561.93,-69936.1,-68092.83,32225
-93055.45,-103866.5,-40913.73,-126136.9,-40862.04,-53570.37,-69892.23,-68060.79,32229
-93077.05,-103900.3,-40933.95,-126143.3,-40894.47,-53570.85,-69878.97,-68042.53,32233
-93106.19,-103973.7,-41017.82,-126123.4,-41003.28,-53555.74,-69920.17,-68074.19,32237
-93090.69,-103954.5,-41013.87,-126114.7,-40976.2,-53552.49,-69927.75,-68095.07,32241
-93065.8,-103883.8,-40934,-126138.5,-40869.77,-53571.33,-69895.33,-68078.53,32245
-93089.07,-103915.4,-40941.58,-126158.2,-40881.93,-53592.4,-69895.09,-68076.62,32249
-93123.64,-103996.9,-41024.79,-126137.7,-40994.03,-53578.91,-69930.28,-68103.52,32253
-93108.62,-103978.4,-41033.7,-126114.3,-40993.36,-53561.55,-69944.97,-68115.25,32257
-93074.29,-103905.9,-40955.31,-126133.5,-40883.17,-53576.1,-69919.07,-68099.37,32261
-93070.24,-103895.4,-40926.99,-126145.2,-40866.95,-53586.21,-69910.82,-68082.87,32265
-93099.8,-103973.7,-41002.57,-126130,-40969.86,-53574.33,-69938.91,-68097.7,32269
-93105.38,-103995.4,-41042.05,-126113.7,-41004.09,-53558.45,-69965.71,-68125.4,32273
-93078.01,-103926.7,-40972.29,-126128.1,-40896.76,-53567.85,-69931.38,-68104.09,32277
-93080.25,-103903.9,-40931.18,-126150.8,-40858.42,-53585.3,-69889.6,-68078.86,32281
-93114.72,-103980.1,-40999.71,-126144.5,-40958.6,-53584.44,-69921.89,-68102.61,32285
-93123.69,-104014,-41054.02,-126120.7,-41023.07,-53565.37,-69967.61,-68136.56,32289
-93094.89,-103948.7,-40998.47,-126129.1,-40923.32,-53576.67,-69950.45,-68143.47,32293
-93075.43,-103900.4,-40932.76,-126150.3,-40855.94,-53588.11,-69911.35,-68109,32297
-93096.08,-103961.3,-40981.39,-126141.8,-40936.38,-53581.44,-69917.17,-68108,32301
-93109.67,-104009.5,-41043.1,-126115,-41016.3,-53555.07,-69948.4,-68128.17,32305
-93085.97,-103954.9,-41005.62,-126119.4,-40939.48,-53557.98,-69936.29,-68125.31,32309
-93075.15,-103896.9,-40936.38,-126147.7,-40856.27,-53577.96,-69898.9,-68101.27,32313
-93107.05,-103948.2,-40970.28,-126148.6,-40915.59,-53580.24,-69903.29,-68096.93,32317
-93131.6,-104013.3,-41039.57,-126117.3,-41018.92,-53553.16,-69945.82,-68130.46,32321
-93111.01,-103972,-41013.15,-126111.2,-40970.33,-53549.87,-69947.97,-68142.85,32325
-93085.73,-103896.5,-40926.84,-126129.4,-40867.1,-53563.41,-69910.73,-68105.8,32329
-93095.13,-103923.4,-40934.09,-126130.2,-40887.89,-53565.8,-69898.43,-68090.12,32333
-93122.78,-103992.9,-41014.44,-126106,-40993.98,-53546.15,-69939.91,-68114.82,32337
-93112.01,-103973,-41014.44,-126099.1,-40982.97,-53541.38,-69966.52,-68131.93,32341
-93077.77,-103887.9,-40926.84,-126111.3,-40882.45,-53550.3,-69930.18,-68112.96,32345
-93080.01,-103893.9,-40916.16,-126115.8,-40876.59,-53552.06,-69899.76,-68080.29,32349
-93106.28,-103972,-40989.12,-126092.5,-40979.44,-53530.03,-69925.32,-68089.31,32353
-93108.62,-103975.4,-41012.48,-126081,-40990.69,-53517.16,-69951.88,-68119.25,32357
-93081.54,-103889,-40934.28,-126092.8,-40873.34,-53527.55,-69912.73,-68102.42,32361
-93072.86,-103869.3,-40895.23,-126100.6,-40841.68,-53532.94,-69868.53,-68065.51,32365
-93102.66,-103949.4,-40968.62,-126088.7,-40947.59,-53524.93,-69896.57,-68078.1,32369
-93109.96,-103965.6,-41007,-126071.7,-40988.55,-53506.1,-69918.02,-68093.6,32373
-93074.29,-103894.3,-40941.77,-126085.7,-40885.41,-53518.92,-69892.13,-68090.26,32377
-93063.7,-103863.6,-40889.7,-126101.8,-40832.38,-53527.46,-69853.03,-68055.69,32381
-93090.26,-103939.7,-40951.45,-126090.2,-40909.82,-53521.69,-69860.37,-68058.22,32385
-93098.13,-103967.3,-41002.66,-126061.6,-40978.44,-53493.17,-69888.41,-68085.78,32389
-93066.42,-103900.3,-40946.92,-126068.2,-40887.55,-53497.66,-69876.63,-68091.64,32393
-93046.63,-103844.6,-40876.01,-126088.7,-40810.54,-53510.25,-69840.39,-68065.84,32397
-93071.67,-103902.5,-40922.46,-126084.9,-40872.82,-53505.95,-69840.97,-68052.83,32401
-93094.84,-103957.7,-40993.27,-126060.9,-40955.31,-53485.83,-69871.34,-68075.29,32405
-93081.11,-103917.3,-40959.79,-126064.6,-40885.55,-53491.03,-69863.47,-68083.25,32409
-93056.31,-103851.1,-40882.26,-126085.9,-40794.9,-53504.19,-69824.23,-68050.01,32413
-93075,-103896.3,-40912.59,-126090.7,-40839.49,-53504.05,-69817.98,-68027.46,32417
-93104,-103966.1,-40992.31,-126068.9,-40943.53,-53483.88,-69858.09,-68047.53,32421
-93081.58,-103932.4,-40972.24,-126057.8,-40897.71,-53478.11,-69856.8,-68055.21,32425
-93052.64,-103857.9,-40890.27,-126080.2,-40800.67,-53498.23,-69827.28,-68041.62,32429
-93068.71,-103891.2,-40899.86,-126093.3,-40831.76,-53508.72,-69817.12,-68034.9,32433
-93097.51,-103963.6,-40977.34,-126066.2,-40936.29,-53484.4,-69845.02,-68047.96,32437
-93097.42,-103956.1,-40987.12,-126056.8,-40929.9,-53480.59,-69857.51,-68069.99,32441
-93074.15,-103882.4,-40908.58,-126076.8,-40816.93,-53496.46,-69810.45,-68044.72,32445
-93076.58,-103886.5,-40887.6,-126082.2,-40800.53,-53502.04,-69787.23,-68019.11,32449
-93108.38,-103968.7,-40965.95,-126066.3,-40904.86,-53492.84,-69824.04,-68041.34,32453
-93114.34,-103982.2,-40996.32,-126057.5,-40933.66,-53488.41,-69839.63,-68070.95,32457
-93082.54,-103907,-40923.08,-126074.5,-40824.61,-53501.76,-69800.91,-68054.16,32461
-93071.38,-103884.1,-40882.02,-126089.5,-40790.95,-53514.11,-69779.88,-68027.36,32465
-93093.03,-103951,-40937.53,-126064.4,-40876.01,-53488.64,-69794.57,-68015.59,32469
-93098.75,-103967.4,-40973,-126034,-40914.78,-53460.56,-69817.94,-68037.62,32473
-93070.38,-103894.1,-40911.63,-126044.4,-40808.73,-53474.53,-69793.47,-68037.85,32477
-93052.4,-103849.7,-40849.07,-126054.5,-40756.09,-53482.16,-69751.13,-68011.34,32481
-93083.4,-103922.3,-40910.78,-126053.1,-40840.11,-53480.35,-69770.06,-68009.82,32485
-93104.47,-103970.2,-40973.57,-126031.1,-40914.59,-53457.51,-69801.63,-68026.6,32489
-93084.45,-103915,-40931.9,-126040.8,-40834.43,-53468.33,-69790.47,-68030.18,32493
-93067.85,-103860.9,-40866.72,-126067.1,-40763.19,-53490.41,-69766.15,-68021.17,32497
-93088.12,-103917.8,-40905.24,-126065.1,-40825.95,-53492.03,-69783.89,-68026.89,32501
-93113.96,-103976.5,-40974.96,-126042.1,-40926.46,-53469.95,-69824.18,-68048.15,32505
-93093.41,-103927.1,-40945.06,-126041.7,-40866.62,-53470,-69820.8,-68047.25,32509
-93067.23,-103854.2,-40866.76,-126057.9,-40773.68,-53484.78,-69783.51,-68025.22,32513
-93085.59,-103886.9,-40887.17,-126055.4,-40807.44,-53481.54,-69776.59,-68011.58,32517
-93121.83,-103967.4,-40973.91,-126038.5,-40918.07,-53463.8,-69818.36,-68033.56,32521
-93095.84,-103931.9,-40955.03,-126020.4,-40888.13,-53446.73,-69818.27,-68044.24,32525
-93057.5,-103843.4,-40861.95,-126028.8,-40772.64,-53446.68,-69770.63,-68007.34,32529
-93066.61,-103858.6,-40857.56,-126028,-40780.6,-53444.3,-69749.32,-67978.92,32533
-93098.04,-103946.7,-40943.87,-126017.3,-40897.33,-53437.34,-69793.66,-68007.29,32537
-93087.02,-103940,-40960.51,-126015.7,-40906.72,-53434.86,-69821.32,-68035.33,32541
-93060.84,-103863.1,-40882.31,-126034.3,-40800.39,-53452.36,-69783.27,-68016.64,32545
-93059.75,-103864.7,-40855.99,-126048.1,-40785.99,-53459.13,-69755.66,-67987.98,32549
-93082.11,-103939.1,-40924.98,-126028.2,-40883.17,-53438.24,-69777.02,-67984.16,32553
-93079.92,-103943.7,-40945.49,-125999.8,-40898.42,-53413.97,-69795.95,-67995.46,32557
-93052.78,-103877.1,-40875.63,-126018,-40791.57,-53434.9,-69773.73,-68000.9,32561
-93044.96,-103851,-40829.86,-126031.4,-40746.74,-53444.44,-69750.27,-67976.1,32565
-93065.71,-103913.7,-40885.5,-126008.1,-40835.43,-53422.75,-69768.2,-67968.28,32569
-93072.95,-103939.9,-40929.85,-125981.3,-40884.6,-53399.24,-69801.15,-67998.56,32573
-93042.72,-103870,-40868.43,-125988.1,-40781.93,-53407.53,-69780.07,-67989.93,32577
-93025.27,-103830.7,-40810.21,-126009.4,-40723.09,-53428.66,-69753.75,-67967.52,32581
-93044.34,-103894.6,-40857.99,-125998.5,-40791.09,-53418.36,-69758.52,-67964.66,32585
-93060.37,-103943.4,-40919.5,-125971.6,-40866.19,-53391.99,-69782.17,-67978.25,32589
-93034.81,-103879.6,-40870.86,-125972,-40783.32,-53394.85,-69763.39,-67969.81,32593
-93011.49,-103812.5,-40793.38,-125990.2,-40707.69,-53409.16,-69736.35,-67950.55,32597
-93037,-103878.8,-40833.91,-125989.9,-40770.92,-53410.59,-69746.22,-67951.4,32601
-93067.28,-103947.8,-40911.87,-125966.3,-40873.39,-53385.84,-69780.5,-67963.37,32605
-93040.81,-103900.3,-40882.21,-125960.9,-40811.26,-53377.16,-69764.91,-67959.37,32609
-93020.26,-103831.1,-40807.92,-125987.4,-40722.57,-53392.23,-69726.72,-67943.49,32613
-93028.99,-103854.8,-40818.36,-125990.7,-40764.82,-53389.08,-69722.66,-67940.1,32617
-93057.69,-103929.7,-40897.42,-125969.3,-40875.97,-53370.44,-69757.14,-67958.6,32621
-93042.1,-103909.7,-40891.84,-125960,-40851.07,-53361.71,-69757.9,-67961.89,32625
-93008.15,-103828.6,-40805.49,-125974.6,-40737.16,-53370.67,-69716.13,-67934.38,32629
-93013.78,-103839.1,-40796.19,-125984.5,-40743.79,-53377.26,-69699.49,-67923.37,32633
-93046.35,-103916.7,-40876.35,-125969.2,-40853.08,-53360.8,-69728.91,-67940.15,32637
-93047.44,-103916.3,-40894.66,-125957.9,-40865.33,-53351.46,-69746.74,-67962.94,32641
-93019.26,-103830.3,-40814.6,-125972.2,-40755.8,-53367.77,-69711.89,-67949.45,32645
-93016.45,-103821.8,-40782.36,-125984.6,-40732.68,-53377.64,-69686.95,-67925.7,32649
-93050.26,-103911.5,-40857.75,-125966.4,-40823.75,-53362.23,-69702.83,-67923.65,32653
-93056.88,-103928.8,-40898.04,-125948,-40857.27,-53345.02,-69722.66,-67932.24,32657
-93017.59,-103845.9,-40821.18,-125951.8,-40752.94,-53349.17,-69688.14,-67918.12,32661
-93007.2,-103816.1,-40769.58,-125964,-40705.59,-53363.38,-69650.33,-67893.09,32665
-93038.24,-103891.5,-40836.39,-125956.7,-40798.62,-53355.8,-69671.83,-67903.48,32669
-93049.35,-103928.2,-40893.04,-125938.1,-40865.57,-53332.91,-69702.21,-67924.75,32673
-93019.79,-103859.6,-40842.68,-125950.4,-40779.88,-53344.07,-69693.05,-67923.8,32677
-92997.61,-103801.3,-40774.26,-125966.7,-40710.26,-53354.32,-69653.19,-67893.23,32681
-93030.23,-103870.7,-40826.57,-125964.9,-40779.69,-53350.08,-69659.43,-67892.85,32685
-93056.03,-103931.7,-40897.57,-125943.9,-40865.05,-53325.04,-69694.77,-67906.92,32689
-93038.91,-103879.6,-40861.8,-125950.5,-40793.62,-53330.33,-69686.52,-67913.4,32693
-93013.83,-103812.5,-40779.79,-125967.1,-40699.3,-53343.26,-69633.26,-67879.31,32697
-93046.87,-103862.6,-40815.07,-125975.4,-40752.56,-53353.51,-69652.85,-67886.7,32701
-93075.91,-103931.8,-40893.23,-125952.7,-40862.61,-53330.76,-69693.43,-67914.26,32705
-93054.26,-103893.2,-40871.58,-125944.6,-40812.4,-53324.09,-69688.14,-67916.64,32709
-93027.7,-103821.8,-40794.57,-125965.2,-40704.54,-53342.64,-69648.47,-67894.42,32713
-93035.47,-103853.4,-40799.34,-125964.6,-40715.61,-53342.3,-69624.48,-67874.25,32717
-93066.56,-103931.7,-40874.54,-125938.5,-40814.55,-53316.89,-69653.67,-67886.6,32721
-93060.79,-103911.9,-40882.36,-125937,-40808.64,-53319.99,-69685.37,-67925.42,32725
-93033.52,-103833.8,-40805.39,-125963.2,-40712.7,-53344.88,-69659.67,-67917.41,32729
-93046.39,-103843,-40794.19,-125973.7,-40716.75,-53351.7,-69636.83,-67894.28,32733
-93086.97,-103921,-40878.78,-125956.8,-40822.08,-53334.67,-69663.39,-67899.52,32737
-93088.21,-103927.5,-40904.96,-125943.4,-40837.1,-53320.03,-69677.41,-67913.4,32741
-93069.28,-103866.8,-40840.49,-125972.5,-40736.44,-53348.79,-69660.39,-67916.79,32745
-93073.19,-103851.8,-40809.26,-125989.8,-40712.55,-53362.23,-69632.59,-67892.99,32749
-93113.01,-103934.1,-40888.51,-125986,-40819.84,-53358.18,-69680.75,-67923.08,32753
-93123.88,-103957.6,-40934.04,-125970,-40871.82,-53342.64,-69732.01,-67956.51,32757
-93090.5,-103885.2,-40872.29,-125984.7,-40770.97,-53353.84,-69704.4,-67942.73,32761
-93066.52,-103838.2,-40808.16,-125993.7,-40706.45,-53353.89,-69656.57,-67897.86,32765
-93091.6,-103908.4,-40866.62,-125983.3,-40794.81,-53346.17,-69674.55,-67906.72,32769
-93101.13,-103950.3,-40923.32,-125959.1,-40865.76,-53326.14,-69701.16,-67926.85,32773
-93080.3,-103900.2,-40883.5,-125973.5,-40781.36,-53341.11,-69686.28,-67931.47,32777
-93063.18,-103856.2,-40819.99,-125993.8,-40710.98,-53359.61,-69646.42,-67913.26,32781
-93088.93,-103916.3,-40861.66,-125986.3,-40771.11,-53355.61,-69654.09,-67918.22,32785
-93117.59,-103978.9,-40932.04,-125965.1,-40861.04,-53336.25,-69693.15,-67939.05,32789
-93088.69,-103922,-40893.37,-125964.2,-40794.19,-53336.82,-69687.19,-67940.48,32793
-93055.69,-103844.8,-40806.11,-125976,-40702.78,-53344.16,-69638.5,-67908.77,32797
-93076.15,-103889.4,-40827.85,-125977.5,-40740.21,-53344.59,-69634.16,-67896.09,32801
-93113.15,-103971.5,-40914.07,-125961.2,-40850.22,-53328.47,-69688.05,-67935.67,32805
-93101.71,-103945.5,-40907.58,-125959.2,-40817.22,-53325.57,-69696.53,-67939.86,32809
-93072.29,-103862,-40824.94,-125976.9,-40716.37,-53340.11,-69658.34,-67903.67,32813
-93077.48,-103879.3,-40825.9,-125981.7,-40731.53,-53346.93,-69650.85,-67903.86,32817
-93106.09,-103957.1,-40907.39,-125961.5,-40834.53,-53323.94,-69683.75,-67916.45,32821
-93102.33,-103940.8,-40917.12,-125952.9,-40828.09,-53313.22,-69705.35,-67934.38,32825
-93074.72,-103857.2,-40839.06,-125975.7,-40727.24,-53333.15,-69676.84,-67925.99,32829
-93076.91,-103857.1,-40814.22,-125983.1,-40719.71,-53333.29,-69648.09,-67897.57,32833
-93115.54,-103943.8,-40892.18,-125967.3,-40830.05,-53315.74,-69686.9,-67911.59,32837
-93108.14,-103948.5,-40914.59,-125941.7,-40849.79,-53288.37,-69701.3,-67921.51,32841
-93083.44,-103873.6,-40846.4,-125959,-40740.97,-53305.87,-69669.64,-67912.64,32845
-93074.91,-103855.9,-40805.25,-125975.6,-40704.35,-53321.23,-69646.8,-67898.81,32849
-93105.9,-103934.6,-40875.2,-125962.4,-40801.48,-53311.45,-69674.07,-67908.15,32853
-93119.45,-103964.5,-40925.13,-125944.4,-40858.7,-53295,-69704.97,-67930.66,32857
-93092.5,-103894.1,-40864.9,-125959.1,-40762.38,-53307.11,-69683.13,-67925.27,32861
-93067.04,-103845.7,-40796.95,-125972.6,-40703.88,-53314.65,-69645.89,-67890.13,32865
-93089.55,-103901.7,-40845.5,-125960.5,-40775.59,-53302.87,-69651.85,-67881.74,32869
-93103.33,-103943.3,-40908.53,-125936.7,-40855.41,-53282.65,-69683.52,-67903.72,32873
-93080.34,-103890.4,-40868.62,-125949,-40779.41,-53299.2,-69673.55,-67907.39,32877
-93066.52,-103852.8,-40804.92,-125979.6,-40703.54,-53325.76,-69650.04,-67892.9,32881
-93091.93,-103910.7,-40848.36,-125985,-40770.3,-53331.1,-69660.1,-67903.43,32885
-93114.25,-103965.6,-40921.03,-125952.9,-40864.81,-53302.34,-69697.44,-67924.84,32889
-93095.75,-103932.3,-40893.99,-125947.8,-40800.24,-53300.01,-69695.34,-67926.04,32893
-93074.91,-103867.9,-40816.41,-125970.5,-40702.54,-53316.03,-69659.15,-67904.24,32897
-93092.27,-103899.6,-40834.96,-125978.7,-40739.97,-53322.61,-69664.3,-67901.15,32901
-93116.16,-103967,-40907.25,-125953.6,-40844.4,-53296.67,-69700.78,-67910.97,32905
-93096.6,-103927.5,-40892.18,-125940.1,-40810.45,-53282.56,-69701.06,-67908.63,32909
-93064.42,-103836.7,-40805.87,-125954.6,-40701.92,-53295.72,-69661.34,-67888.37,32913
-93072.19,-103862.3,-40804.2,-125962.5,-40704.64,-53300.44,-69644.51,-67865.81,32917
-93102.28,-103943.6,-40883.98,-125938.1,-40807.4,-53278.98,-69676.36,-67873.82,32921
-93100.42,-103938.1,-40898.14,-125923.8,-40806.97,-53269.92,-69698.06,-67899.62,32925
-93064.85,-103853.8,-40812.98,-125934.7,-40695.77,-53280.41,-69664.39,-67887.03,32929
-93052.83,-103837.3,-40773.3,-125933.7,-40673.79,-53277.6,-69628.77,-67854.94,32933
-93080.11,-103912.8,-40847.88,-125920.4,-40772.3,-53266.44,-69662.63,-67862.52,32937
-93088.88,-103932.4,-40887.41,-125907.4,-40808.64,-53252.32,-69685.14,-67876.68,32941
-93065.56,-103863.5,-40824.66,-125931.4,-40715.03,-53268.35,-69657.34,-67861.66,32945
-93052.21,-103828.4,-40770.01,-125941.4,-40672.83,-53275.21,-69619.57,-67841.35,32949
-93082.87,-103899.7,-40829.76,-125926.6,-40760.24,-53261.57,-69627.92,-67839.49,32953
-93083.92,-103929,-40877.73,-125901.2,-40816.74,-53238.26,-69648.71,-67855.99,32957
-93055.07,-103866.5,-40830,-125918,-40728.05,-53258.76,-69643.32,-67867.15,32961
-93039.81,-103829.7,-40768.58,-125943.4,-40667.83,-53278.98,-69622.58,-67845.16,32965
-93068.9,-103903.1,-40821.89,-125942,-40743.5,-53278.45,-69643.79,-67850.55,32969
-93095.17,-103952.4,-40888.98,-125914.8,-40821.61,-53250.56,-69673.41,-67868.1,32973
-93064.75,-103885.1,-40843.59,-125908.7,-40749.65,-53245.17,-69664.73,-67871.58,32977
-93049.45,-103823.1,-40776.97,-125932.9,-40666.4,-53261.57,-69623.91,-67840.3,32981
-93078.63,-103871.9,-40816.6,-125937.3,-40720.23,-53263.01,-69625.15,-67828.28,32985
-93108.29,-103940.4,-40899.24,-125917.1,-40826.42,-53243.36,-69671.02,-67857.42,32989
-93092.98,-103900.3,-40880.11,-125915.4,-40779.69,-53244.31,-69669.26,-67867.53,32993
-93065.09,-103822.1,-40791.09,-125927.9,-40676.7,-53250.61,-69628.25,-67834.67,32997
-93078.25,-103852.3,-40801.25,-125928.2,-40699.25,-53249.8,-69615.18,-67821.08,33001
-93116.73,-103938.3,-40893.04,-125913.7,-40817.84,-53234.35,-69655.86,-67846.93,33005
-93098.7,-103913.4,-40891.03,-125903.2,-40802.63,-53228.53,-69671.69,-67866.86,33009
